Q_no,Chakra_Name_kn,Chakra_Name_te,Chakra_Name_en,Chakra_Name_sa,karaka_no,karaka_name_kn,karaka_name_te,karaka_name_en,karaka_name_sa,chakra_result_kn,chakra_result_te,chakra_result_en,chakra_result_sa
19,ಮೇಲನ ಪರೀಕ್ಷಾ ಚಕ್ರ,మేళన పరీక్షా చక్రం  ,Union Examination Chakra  ,मेलन परीक्षा चक्रम्  ,8,ಭೀಮಸೇನ,భీమసేన,Bhimasena,भीमसेन,ನಿನ್ನನು ಅವನು ಸೇರಬಲ್ಲ. ಸ್ವಲ್ಫ ವಿಳಂಬವಾಗಬಹುದು,అతను నిన్ను చేరుతాడు. కానీ ఆలస్యంగా.,He will come to you; but with delay.,सः त्वां आगच्छति। विलम्बेन।
19,ಮೇಲನ ಪರೀಕ್ಷಾ ಚಕ್ರ,మేళన పరీక్షా చక్రం  ,Union Examination Chakra  ,मेलन परीक्षा चक्रम्  ,5,ಸಹದೇವ,సహద వ,even what,सहदेव,ನಿನಗೆ ಸ್ನೇಹಿತನಾಗುವನು ಬ್ರಾಹ್ಮಣನು,నీకు బ్రాహ్మణుడు మిత్రుడవుతాడు.,A Brahmin will become your friend.,ब्राह्मणः मित्रं भवेत्।
19,ಮೇಲನ ಪರೀಕ್ಷಾ ಚಕ್ರ,మేళన పరీక్షా చక్రం  ,Union Examination Chakra  ,मेलन परीक्षा चक्रम्  ,3,ಭೀಷ್ಮ,భీష్మ,Bhishma,भीष्म,ಆ ಮನುಷ್ಯನ ಜೊತೆ ಈಗ ಸೇರಬೇಡ,ఇప్పుడు అతనితో కలవవద్దు.,Do not meet that person now.,अधुना न मिल।
19,ಮೇಲನ ಪರೀಕ್ಷಾ ಚಕ್ರ,మేళన పరీక్షా చక్రం  ,Union Examination Chakra  ,मेलन परीक्षा चक्रम्  ,1,ದುಶ್ಶಾಸನ,దుశ్శాసన,blasphemy,दुश्शासन,ನಿನಗೆ ಆ ಮನುಷ್ಯನ ಜೊತೆ ಶೀಘ್ರದಲ್ಲಿ ಸೇರುವ ಅವಕಾಶ ಸಿಗುವುದು,త్వరలో అతనితో కలిసే అవకాశం ఉంటుంది.,You will soon get an opportunity to meet him.,शीघ्रं मिलनम्।
19,ಮೇಲನ ಪರೀಕ್ಷಾ ಚಕ್ರ,మేళన పరీక్షా చక్రం  ,Union Examination Chakra  ,मेलन परीक्षा चक्रम्  ,9,ಅಹಿವರ,అహివర,Ahivara,अहिवर,ಆ ಮನುಷ್ಯ ನಿನ್ನವನಾಗಿದ್ದಾನೆ. ಅವನ ಜೊತೆ ಸ್ನೇಹ ಆಲಸ್ಯವಾಗಿ ಆಗುವುದು,అతను నీ వ్యక్తి. స్నేహం ఆలస్యంగా ఏర్పడుతుంది.,He belongs to you; but friendship will develop slowly.,सः तव जनः। मैत्री विलम्बेन।
19,ಮೇಲನ ಪರೀಕ್ಷಾ ಚಕ್ರ,మేళన పరీక్షా చక్రం  ,Union Examination Chakra  ,मेलन परीक्षा चक्रम्  ,10,ಕರ್ಣ,కర్ణుడు,Diagonal,कर्ण,ಅವನು ನಿನ್ನಮನುಷ್ಯನಾಗಿದ್ದಾನೆ. ದರ್ಶನಮಾತ್ರದಿಂದ ಸ್ನೇಹವಾಗುವುದು,అతను నీ వాడే. చూసిన వెంటనే స్నేహం ఏర్పడుతుంది.,He is your person. Friendship will arise upon meeting.,दर्शनमात्रेण मैत्री।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,8,ಅರ್ಜುನ್ಜ,అర్జున,Arjunja,अर्जुन्ज,ನೀನು ಈಗ್ರಮದಲ್ಲಿ ಯಾಚನೆ ಮಾಡು. ತಪ್ಪದೆ ಲಭಿಸುತ್ತದೆ.,ఈ గ్రామంలో యాచించు. తప్పకుండా లభిస్తుంది.,Seek in this village. You will surely receive.,ग्रामे याचनां कुरु। लभ्यते।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,7,ಯುದಿಷ್ಟಿರ,యుదిష్టిర,Yudishthira,युदिष्टिर,ಕೇಳು; ಲಭಿಸುತ್ತದೆ. ಚಿಂತಿಸಬೇಡ,అడుగు. లభిస్తుంది. చింతించవద్దు.,Ask; and you will receive. Do not worry.,याचस्व। लभ्यते। मा चिन्तय।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,10,ನಕುಲ,నకుల,Nakula,नकुल,ಯಾವನೆಯಿಂದ ಅಧಿಕ ಲಾಭವಾಗುತ್ತದೆ. ಶೀಘ್ರದಲ್ಲಿ ಆ ಕೆಲಸ ಮಾಡು. ಲಾಭವು ಹೊಂದುತ್ತ್ತಿಯ,ఈ పనివల్ల ఎక్కువ లాభం ఉంటుంది. త్వరగా చేయు.,This work will bring great profit. Do it quickly.,एतत् कार्यं महालाभकरम्। शीघ्रं कुरु।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,2,ದುರ್ಯೋದನ,దుర్యోదన,Duryodhana,दुर्योदन,ನೀನು ಯಾಚನೆಮಾಡುವುದು ಬಿಡಬೇಡ. ನಿಶ್ಚಿತವಾಗಿ ಪ್ರಾಪ್ತಿಸುತ್ತದೆ,యాచనను వదలవద్దు. ఖచ్చితంగా లభిస్తుంది.,Do not stop seeking. You will surely obtain.,याचनां मा त्यज। निश्चितं लभ्यते।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,9,ಭೀಮಸೇನ,భీమసేన,Bhimasena,भीमसेन,ನೀನು ಕೇಳಿದರೂ ಅವನು ಕೊಡುವುದಿಲ್ಲ. ಅವನು ಜಿಪುಣ,అడిగినా అతను ఇవ్వడు. అతను కఠినుడు.,Even if you ask; he will not give. He is miserly.,याचिते अपि न ददाति। सः कृपणः।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,1,ಸಹದೇವ,సహదేవ,Sahadeva,सहदेव,ನೀನು ಯಾಚನೆ ಮಾಡು. ನಿಶ್ಚಯವಾಗಿ ಸಿಗುವುದು,యాచించు. ఖచ్చితంగా లభిస్తుంది.,Ask. You will definitely receive.,याचस्व। निश्चितं लभ्यते।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,4,ಭೀಷ್ಮ,భీష్మ,Bhishma,भीष्म,ನೀನು ಆ ಪ್ರದೇಶದಲ್ಲಿ ಕೇಳುವುದರಿಂದ ಏನು ಲಭಿಸುವುದಿಲ್ಲ,ఆ ప్రాంతంలో అడిగినా లాభం లేదు.,You will not gain anything by asking in that place.,तस्मिन् स्थाने न लभ्यते।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,3,ದುಶ್ಶಾಸನ,దుశ్శాసన,blasphemy,दुश्शासन,ನಿನಗೆ ಕೇಳುವುದರಿಂದ ಲಾಭವಾಗಿತ್ತದೆ ಅಂತ ತಿಳಿಯುತ್ತಿದೆ,అడిగితే లాభం ఉంటుందని తెలుస్తోంది.,It seems you will benefit by asking.,याचनया लाभः।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,6,ಅಹಿವರ,అహివర,Ahivara,अहिवर,ನೀನು ಕೇಳಬಹುದು. ಸ್ವಲ್ಫಲಾಭವಿರುತ್ತದೆ,అడగవచ్చు. కొంత లాభం ఉంటుంది.,You may ask. There will be small gain.,याचितुं शक्यते। स्वल्पलाभः।
20,ಯಾಞ್ಚೌ ಪರೀಕ್ಷಾ ಚಕ್ರ,యాచన పరీక్షా చక్రం  ,Request Examination Chakra  ,याचन परीक्षा चक्रम्  ,5,ಕರ್ಣ,కర్ణుడు,Diagonal,कर्ण,ನೀನು ಯಾಚನೆಮಾಡು. ನಿಶ್ಚಯವಾಗಿ ಸ್ವಲ್ಫ ಸಿಗುವುದು,యాచించు. కొంత లభిస్తుంది.,Ask. You will receive a little.,याचनां कुरु। स्वल्पं लभ्यते।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,9,ಅರ್ಜುನ್ಜ,అర్జున,Arjunja,अर्जुन्ज,ನಿನಗೆ ಧನಪ್ರಾಪ್ತಿ ಶೀಘ್ರದಲ್ಲಿ ಆಗುತ್ತದೆ,నీకు త్వరలో ధనప్రాప్తి కలుగుతుంది.,You will soon gain wealth.,शीघ्रं धनलाभः।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,8,ಯುದಿಷ್ಟಿರ,యుదిష్టిర,Yudishthira,युदिष्टिर,ನಿನಗೆ ಅಧಿಕ ಧನಪ್ರಾಪ್ತಿ ಆಗಲಿದೆ. ಸುಖವಾಗಿ ಕೆಲಸಮಾಡು,నీకు అధిక ధనలాభం కలుగుతుంది. సుఖంగా పని చేయు.,You will gain significant wealth. Work happily.,अधिकधनलाभः। सुखेन कार्यं कुरु।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,1,ನಕುಲ,నకుల,Nakula,नकुल,ಶೀಘ್ರದಲ್ಲಿ ನಿನಗೆ ಅಧಿಕವಾದ ಲಾಭವಾಗುವುದು,త్వరలో నీకు ఎక్కువ లాభం కలుగుతుంది.,You will gain significant profit soon.,शीघ्रं महत् लाभः भवेत्।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,3,ದುರ್ಯೋದನ,దుర్యోదన,Duryodhana,दुर्योदन,ನಿನಗೆ ಲಭವಾಗುವುದು. ವಿಚಾರಿಸಬೇಡ,నీకు లాభం కలుగుతుంది. చింతించవద్దు.,You will gain profit. Do not worry.,लाभः भवेत्। मा चिन्तय।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,4,ಭೀಮಸೇನ,భీమసేన,Bhimasena,भीमसेन,ನಿನಗೆ ಈಗ ಯಾವುದು ಲಭಿಸುವುದಿಲ್ಲ,ఇప్పుడు నీకు ఏదీ లభించదు.,At present; nothing will be gained.,इदानीं किमपि न लभ्यते।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,2,ಸಹದೇವ,సహదేవ,Sahadeva,सहदेव,ನಿನಗೆ ಲಬ್ದಿಯಿದೆ. ಇದಕ್ಕನ್ನಾ ಹೆಚ್ಚಾಗಿ ಲಾಬಿಸುವುದು ಅಂತ ತಿಳಿಯುತ್ತಿದೆ,నీకు లాభం ఉంది. ఇంకా ఎక్కువ లభించే సూచనలు ఉన్నాయి.,You have gains; and it is indicated that more will come.,लाभः अस्ति। अधिकलाभः अपि भविष्यति।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,5,ಭೀಷ್ಮ,భీష్మ,Bhishma,भीष्म,ನಿನಗೆ ಈಗಾಗಲೆ ಲಾಭವು ಸಿಗುವುದೆಂದು ತಿಳಿಯುತ್ತಿಲ್ಲ,ఇప్పటికే లాభం వస్తుందని స్పష్టంగా కనిపించడం లేదు.,At present; gain is not clearly seen.,अधुना लाभः स्पष्टः न।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,10,ದುಶ್ಶಾಸನ,దుశ్శాసన,blasphemy,दुश्शासन,ನಿನಗೆ ಈಗ ಅಧಿಕ ಧನಪ್ರಾಪ್ತಿ ಆಗಲಿದೆ. ಚಿಂತಿಸಬೇಡ,నీకు ఇప్పుడు ఎక్కువ ధనలాభం కలుగుతుంది. చింతించవద్దు.,You will soon gain substantial wealth. Do not worry.,अधिकधनलाभः शीघ्रं भवेत्। मा चिन्तय।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,7,ಅಹಿವರ,అహివర,Ahivara,अहिवर,ನಿನಗೆ ಪ್ರಾಪ್ತಿಯಿದೆ. ಸ್ವಲ್ಫವಾಲಸ್ಯವಾಗುವುದು,నీకు లాభం ఉంటుంది కానీ కొంత ఆలస్యం ఉంటుంది.,You will gain; but with slight delay.,लाभः भवेत्। स्वल्पविलम्बेन।
21,ಪ್ರಾಪ್ತಿ ಪರೀಕ್ಷಾ ಚಕ್ರ,ప్రాప్తి పరీక్షా చక్రం  ,Attainment Examination Chakra  ,प्राप्ति परीक्षा चक्रम्  ,6,ಕರ್ಣ,కర్ణుడు,Diagonal,कर्ण,ನಿನಗೆ ಈಗ  ವಳ್ಳೆಯ ಲಾಭವಾಗಲಿದೆ.,నీకు ఇప్పుడు మంచి లాభం కలుగుతుంది.,You will now receive good profit.,इदानीं उत्तमलाभः भवेत्।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,1,ಅರ್ಜುನ್ಜ,అర్జున,Arjunja,अर्जुन्ज,ಶತ್ರು ನಿನ್ನ ಹಿಂದ ಬೀಳುವುದಿಲ್ಲ. ಚಿಂತಿಸಬೇಡ,శత్రువు నిన్ను వెంటాడడు. చింతించవద్దు.,The enemy will not pursue you. Do not worry.,शत्रुः त्वां न अनुधावति। मा चिन्तय।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,9,ಯುದಿಷ್ಟಿರ,యుదిష్టిర,Yudishthira,युदिष्टिर,ಶತ್ರು ನಿನ್ನ ಬೆನ್ನುಹತ್ತುವುದನ್ನು ಬಿಡುತ್ತಾನೆ. ಕಷ್ಟಪಡಬೇಡ,శత్రువు నిన్ను వెంటాడడం మానేస్తాడు. కష్టపడవద్దు.,The enemy will stop chasing you. Do not struggle.,शत्रुः अनुधावनं त्यजति। मा क्लिश्य।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,3,ನಕುಲ,నకుల,Nakula,नकुल,ಶತ್ರು ನಿನ್ನ ಬೆನ್ನುಹತ್ತುವುದನ್ನು ಬಿಡುತ್ತಾನೆ. ವಿಚಾರಿಸಬೇಡ,శత్రువు నిన్ను వెంటాడడం మానేస్తాడు. ఆందోళన పడవద్దు.,The enemy will stop pursuing you. Do not be anxious.,शत्रुः अनुधावनं त्यजति। मा चिन्तय।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,5,ದುರ್ಯೋದನ,దుర్యోదన,Duryodhana,दुर्योदन,ನಿನ್ನ ಶತ್ರು ನಿನ್ನ ಬೆನ್ನತ್ತುವುದನ್ನು ಬಿಡುತ್ತಾನೆ. ಚಿಂತಿಸಬೇಡ,నీ శత్రువు నిన్ను వెంటాడడం మానేస్తాడు. చింతించవద్దు.,Your enemy will stop following you. Do not worry.,शत्रुः त्वां त्यजति। मा चिन्तय।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,2,ಭೀಮಸೇನ,భీమసేన,Bhimasena,भीमसेन,ನೀನು ಶತ್ರುವನ್ನು ಬೆನ್ನು ಹತ್ತುವುದರಿಂದ ಯಾವ ಲಾಭವು ಇಲ್ಲ. ಆಲಸ್ಯವಾಗಿ ನಿನಗೆ ಶತ್ರುಪೀಡೆ ತೊಲಗುವುದು,నీవు శత్రువును వెంబడించడం వల్ల లాభం లేదు. ఆలస్యంగా శత్రు బాధ తొలగుతుంది.,There is no benefit in chasing the enemy. Enemy troubles will reduce slowly.,शत्रुम् अनुधावनात् लाभः न। विलम्बेन शत्रुपीडा निवर्तते।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,4,ಸಹದೇವ,సహదేవ,Sahadeva,सहदेव,ಶತ್ರು ನಿನ್ನಬೆನ್ನತ್ತುವುದನ್ನು ಬಿಡುತ್ತಾನೆ. ಆದರೇ ನಿನಗೆ ತುಂಬಾ ತೊಂದರೆ ಕೊಡುತ್ತಾನೆ,శత్రువు నిన్ను వెంటాడడం మానేస్తాడు. కానీ కొంత ఇబ్బంది కలిగిస్తాడు.,The enemy will stop following you; but may still cause some trouble.,शत्रुः त्वां त्यजति। किन्तु क्लेशं ददाति।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,7,ಭೀಷ್ಮ,భీష్మ,Bhishma,भीष्म,ನಿನ್ನ ಶತ್ರು ನಿನ್ನ ಬೆನ್ನತ್ತುವುದನ್ನು ಬಿಡುತ್ತಾನೆ. ಸ್ಥಿಮಿತವಾಗಿರು,నీ శత్రువు నిన్ను వెంటాడడం మానేస్తాడు. శాంతంగా ఉండు.,Your enemy will stop pursuing you. Remain calm.,शत्रुः त्वां त्यजति। शान्तः भव।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,6,ದುಶ್ಶಾಸನ,దుశ్శాసన,blasphemy,दुश्शासन,ಈ ಶತ್ರುಬಾದೆಯಿಂದ ಶೀಘ್ರದಲ್ಲಿ ನೀನು ಹೊರಗೆಬರುತ್ತಿ,ఈ శత్రు బాధ నుండి త్వరలో బయటపడతావు.,You will soon come out of this enemy trouble.,शत्रुपीडात् शीघ्रं मुक्तिः।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,10,ಅಹಿವರ,అహివర,Ahivara,अहिवर,ಅವನು ನಿನ್ನನು ಶೀಘ್ರದಲ್ಲಿ ಏನು ಮಾಡಲಾರ. ಶೀಘ್ರದಲ್ಲಿ ಬಿಟ್ಟುಹೋಗುತ್ತಾನೆ,అతను త్వరలో నీకు ఏమీ చేయలేడు. త్వరలోనే దూరమవుతాడు.,He will not be able to harm you. He will soon leave.,सः त्वां किमपि कर्तुं न शक्नोति। शीघ्रं गच्छति।
22,ಶತ್ರು ಪರೀಕ್ಷಾ ಚಕ್ರ,శత్రు విష పరీక్షా చక్రం  ,Enemy Influence Examination Chakra  ,शत्रुविषय परीक्षा चक्रम्  ,8,ಕರ್ಣ,కర్ణుడు,Diagonal,कर्ण,ನಿನ್ನ ಹಿಂಬಾಲಿಸುತ್ತಿರುವ ಶತ್ರು ನಿದಾನವಾಗಿ ತೊಲಗುವುನು,నిన్ను వెంటాడుతున్న శత్రువు నెమ్మదిగా దూరమవుతాడు.,The enemy following you will gradually withdraw.,अनुधावमानः शत्रुः शनैः निवर्तते।
23,ವಾದ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,10,ಗೋರಖನಾಥ,గోరఖనాథ,Gorakhnath,गोरखनाथ,ನಿನ್ನ ಈ ಪ್ರದೇಶವನ್ನು ಬಿಡುವುದರಿಂದ ನಿಶ್ಚಿತವಾಗಿ ಉಪದ್ರವ ಆಗುವುದು,ఈ ప్రాంతాన్ని వదిలితే కష్టం కలుగుతుంది.,If you leave this place; trouble will arise.,अस्मात् स्थानात् गच्छसि चेत् क्लेशः।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,5,ಆಂಗೀರಸ,అంగీరస,Angirasa,आंगीरस,ನೀನು ಈ ಸ್ಥಾನವನ್ನು ಬಿಡಬೇಕಾಗಿದೆ,నీవు ఈ స్థలాన్ని వదలాల్సి ఉంటుంది.,You will have to leave this place.,एतत् स्थानं त्यक्तव्यम्।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,1,ಅಗಸ್ತ್ಯ,అగస్త్య,Agastya,अगस्त्य,ನೀನು ಈ ಸ್ಥಾನವನ್ನು ಯಾವಕಾಲಕ್ಕು ಬಿಡಬೇಡ. ವೊಳ್ಳೆಯದಾಗುವುದು,ఈ స్థలాన్ని ఎప్పటికీ వదలవద్దు. శుభం కలుగుతుంది.,Do not leave this place at any time. It will be good.,एतत् स्थानं मा त्यज। शुभम्।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,7,ದೂರ್ವಾಸ,దూర్వాస,Durvasa,दूर्वास,ನಿನಗೆ ಈ ಸ್ಥಳವು ಅನುಕೂಲವಿಲ್ಲ. ಬಿಟ್ಟುಬುಡೂ,ఈ స్థలం నీకు అనుకూలం కాదు. వదిలివేయు.,This place is not suitable for you. Leave it.,अयं देशः अनुकूलः न। त्यज।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,9,ಜನಕ,జనక,Janaka,जनक,ನೀನು ಈ ಸ್ಥಳವನ್ನು ಬಿಟ್ಟುಬುಡು. ಚೆನ್ನಾಗಿಲ್ಲ,ఈ స్థలాన్ని వదిలివేయు. మంచిది కాదు.,Leave this place. It is not good.,एतत् स्थानं त्यज। न शुभम्।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,2,ನಾರದ,నారద,Narada,नारद,ನಿನಗೆ ಈ ಸಮಯ ಬಹಳ ಸುಖವಾಗಿ ನೆಡೆಯುವುದು,ఈ కాలం నీకు చాలా సుఖంగా ఉంటుంది.,This period will be comfortable for you.,अयं कालः सुखदः।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,6,ಸನಕ,సనక,Sanaka,सनक,ನೀನು ಈ ಸ್ಥಳವನ್ನು ಬಿಡಬೇಡ. ಮುಂದೆ ವೊಳ್ಳೆಯದಾಗುತ್ತದೆ,ఈ స్థలాన్ని వదలవద్దు. ముందుకు శుభం కలుగుతుంది.,Do not leave this place. Good will come ahead.,एतत् स्थानं मा त्यज। अग्रे शुभम्।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,8,ಸನಂದನ,సనందన,pleasure,सनंदन,ನೀನು ಈ ಸ್ಥಾನವನ್ನು ಬಿಟ್ಟು ಬೇರೊಂದು ಸ್ಥಾನಕ್ಕೆ ಹೋಗು.,ఈ స్థలాన్ని వదిలి మరో స్థలానికి వెళ్లు.,Leave this place and go elsewhere.,एतत् स्थानं त्यक्त्वा अन्यत्र गच्छ।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,3,ವಸಿಷ್ಟ,వసిష్ట,Vasishta,वसिष्ट,ನೀನು ಈ ಸ್ಥಾನವನ್ನು ಬಿಟ್ಟು ಎಲ್ಲಿಗೂ ಹೋಗಬೇಡ,ఈ స్థలాన్ని వదిలి ఎక్కడికీ వెళ్లవద్దు.,Do not leave this place for anywhere.,एतत् स्थानं त्यक्त्वा मा गच्छ।
23,ಸ್ವಸ್ಥಾನ ಪರೀಕ್ಷಾ ಚಕ್ರ,స్వస్థాన పరీక్షా చక్రం  ,Native Place Examination Chakra  ,स्वस्थान परीक्षा चक्रम्  ,4,ಭೀಥಿಲ,భీథిల,Beethila,भीथिल,ನೀನು ಈ ಸ್ಥಾನವನ್ನು ಬಿಡಬೇಡ. ಈಗ ವೊಳ್ಳೆಯದಾಗುವುದು,ఈ స్థలాన్ని వదలవద్దు. ఇప్పుడు శుభం కలుగుతుంది.,Do not leave this place. Good will happen now.,एतत् स्थानं मा त्यज। अधुना शुभम्।
24,ನಷ್ಟದ್ರವ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,నష్టద్రవ్య పరీక్షా చక్రం  ,Lost Property Examination Chakra  ,नष्टद्रव्य परीक्षा चक्रम्  ,10,ಅರ್ಜುನ್ಜ,అర్జున,Arjunja,अर्जुन्ज,ನಿನಗೆ ಪ್ರಾರಂಭದಲ್ಲಿರುವು ಧನ-ಧಾತ್ವಾಧಿಗಳೆಲ್ಲ ನಷ್ಟವಾಗಿವೆ. ಮನೆಯಲ್ಲಿ ಹುಡುಕಿದರೆ ಸಿಗುತ್ತದೆ.,నీ ధనం; లోహాలు మొదలైనవి పోయాయి. ఇంట్లో వెతికితే దొరుకుతాయి.,Your wealth and metals are lost. Search at home; they will be found.,धनं धातवः च नष्टाः। गृहे अन्विष्य लभ्यन्ते।
